HHID,HV001,HV002,ta_id,urban_rural,HV246A,HV246D,HV246E,HV246G,HV248,HV245,HV271,HV251,HV204,HV206,HV226,HV219,HV243A,HV207,hhlivestock,livestock,sick,land,wealth,orphans,water,electricity,cooking,femalehh,cellphone,radio,urbanruralscore,capacity,na.rm
        5 17,5,17,164,R,0,0,0,0,0,,381153,0,0,1,7,1,1,1,0,0,0.146395382159086,,3.9533303311909,0.89916895238875,3.6336077997624,3.71587926509186,3.62099746130538,1.12465714168748,0,1.88190008190008,0,,"0"
        5 22,5,22,164,R,0,0,0,0,0,,-7706,0,0,0,8,1,1,0,0,0,0.146395382159086,,2.55929913620174,0.89916895238875,3.6336077997624,0,0.0669887806076488,1.12465714168748,0,0,0,,"0"
        5 33,5,33,164,R,0,0,0,0,1,,345873,7,0,1,8,1,1,1,0,0,0.0119539853440865,,3.93417120399558,0.00491259671674786,3.6336077997624,3.71587926509186,0.0669887806076488,1.12465714168748,0,1.88190008190008,0,,"0"
        5 36,5,36,164,R,0,0,0,0,0,,255157,0,0,1,2,1,1,1,0,0,0.146395382159086,,3.85262209849756,0.89916895238875,3.6336077997624,3.71587926509186,3.94791581361068,1.12465714168748,0,1.88190008190008,0,,"0"
        6 24,6,24,254,R,0,0,0,0,0,,-62089,0,10,0,8,2,0,0,0,0,0.146395382159086,,1.09338027592418,0.89916895238875,2.71418622752038,0,0.0669887806076488,0,1.48115989515072,0,0,,"0"
        6 31,6,31,254,R,0,0,0,0,0,,-3526,0,0,0,8,2,0,1,0,0,0.146395382159086,,2.62545543865395,0.89916895238875,3.6336077997624,0,0.0669887806076488,0,1.48115989515072,1.88190008190008,0,,"0"
        6 37,6,37,254,R,0,0,0,0,0,,284479,0,0,1,8,1,1,1,0,0,0.146395382159086,,3.88242518524583,0.89916895238875,3.6336077997624,3.71587926509186,0.0669887806076488,1.12465714168748,0,1.88190008190008,0,,"0"
        7  9,7,9,210,R,0,0,0,0,0,,-78440,0,60,0,8,1,0,0,0,0,0.146395382159086,,0.345519302411266,0.89916895238875,0.238253246487239,0,0.0669887806076488,1.12465714168748,1.48115989515072,0,0,,"0"
        7 20,7,20,210,R,0,0,0,0,0,,-55425,0,120,0,8,1,0,1,0,0,0.146395382159086,,1.37585458713718,0.89916895238875,0.0450616525336938,0,0.0669887806076488,1.12465714168748,1.48115989515072,1.88190008190008,0,,"0"
        7 35,7,35,210,R,0,0,0,0,0,,-69496,0,180,0,8,2,0,0,0,0,0.146395382159086,,0.743275883243951,0.89916895238875,0.0129449838187702,0,0.0669887806076488,0,1.48115989515072,0,0,,"0"
        8 34,8,34,122,R,0,0,0,0,0,,-82320,1,50,0,8,1,0,0,0,0,0.146395382159086,,0.207147828222868,0.47521185573341,0.699848428986932,0,0.0669887806076488,1.12465714168748,1.48115989515072,0,0,,"0"
        9  7,9,7,12,R,0,0,0,0,0,,-68717,1,5,0,8,2,0,0,0,0,0.146395382159086,,0.781266631186802,0.47521185573341,3.35586415960018,0,0.0669887806076488,0,1.48115989515072,0,0,,"0"
        9 12,9,12,12,R,0,0,0,0,0,,131070,0,5,0,8,2,1,1,0,0,0.146395382159086,,3.6200925205715,0.89916895238875,3.35586415960018,0,0.0669887806076488,0,0,1.88190008190008,0,,"0"
        9 15,9,15,12,R,0,0,0,0,0,,-8759,0,20,0,8,1,0,0,0,0,0.146395382159086,,2.54357882670815,0.89916895238875,1.81459178239318,0,0.0669887806076488,1.12465714168748,1.48115989515072,0,0,,"0"
        9 22,9,22,12,R,0,0,0,0,0,,-44408,1,15,0,8,2,1,1,0,0,0.146395382159086,,1.76689728579031,0.47521185573341,2.33042480848798,0,0.0669887806076488,0,0,1.88190008190008,0,,"0"
        9 29,9,29,12,R,0,0,0,0,0,,-65405,0,15,0,8,2,0,0,0,0,0.146395382159086,,0.939943505137757,0.89916895238875,2.33042480848798,0,0.0669887806076488,0,1.48115989515072,0,0,,"0"
        9 30,9,30,12,R,0,0,0,0,0,,-24536,0,60,0,8,2,1,1,0,0,0.146395382159086,,2.252261841405,0.89916895238875,0.238253246487239,0,0.0669887806076488,0,0,1.88190008190008,0,,"0"
        9 34,9,34,12,R,0,0,0,0,0,,-62575,0,5,0,8,2,0,0,0,0,0.146395382159086,,1.07061857780325,0.89916895238875,3.35586415960018,0,0.0669887806076488,0,1.48115989515072,0,0,,"0"
       10  1,10,1,45,R,0,0,0,0,0,,-38427,0,25,0,8,2,1,0,0,0,0.146395382159086,,1.93507184672698,0.89916895238875,1.73511941337921,0,0.0669887806076488,0,0,0,0,,"0"
       10 35,10,35,45,R,0,0,0,0,0,,-74713,0,5,0,8,1,0,0,0,0,0.146395382159086,,0.516805174601875,0.89916895238875,3.35586415960018,0,0.0669887806076488,1.12465714168748,1.48115989515072,0,0,,"0"
       11 11,11,11,180,R,0,4,0,0,0,,-61749,0,15,0,8,2,0,0,4,3.30519507102796,0.146395382159086,,1.11041061120891,0.89916895238875,2.33042480848798,0,0.0669887806076488,0,1.48115989515072,0,0,,"0"
       11 12,11,12,180,R,0,0,0,0,0,,-52128,0,10,0,8,1,1,0,0,0,0.146395382159086,,1.50440086789209,0.89916895238875,2.71418622752038,0,0.0669887806076488,1.12465714168748,0,0,0,,"0"
       11 13,11,13,180,R,0,0,0,0,0,,-21162,1,60,0,8,2,1,1,0,0,0.146395382159086,,2.31940066320056,0.47521185573341,0.238253246487239,0,0.0669887806076488,0,0,1.88190008190008,0,,"0"
       11 24,11,24,180,R,0,0,0,0,0,,-2318,4,30,0,8,1,1,1,0,0,0.146395382159086,,2.64461456584927,0.0661563024522045,1.03690958993896,0,0.0669887806076488,1.12465714168748,0,1.88190008190008,0,,"0"
       12  2,12,2,227,R,0,0,0,0,0,,-3373,0,10,0,8,1,0,1,0,0,0.146395382159086,,2.62807549023621,0.89916895238875,2.71418622752038,0,0.0669887806076488,1.12465714168748,1.48115989515072,1.88190008190008,0,,"0"
       12  8,12,8,227,R,0,3,0,0,0,,59029,2,2,0,8,1,1,1,3,3.10901870880583,0.146395382159086,,3.27424571171245,0.258075080853154,3.61246978821023,0,0.0669887806076488,1.12465714168748,0,1.88190008190008,0,,"0"
       12 10,12,10,227,R,0,0,0,0,0,,112005,0,10,0,7,1,1,1,0,0,0.146395382159086,,3.54656732304417,0.89916895238875,2.71418622752038,0,3.62099746130538,1.12465714168748,0,1.88190008190008,0,,"0"
       12 13,12,13,227,R,0,1,0,1,0,,-47640,0,5,0,8,1,0,0,2,2.83653334425021,0.146395382159086,,1.66406026118639,0.89916895238875,3.35586415960018,0,0.0669887806076488,1.12465714168748,1.48115989515072,0,0,,"0"
       12 15,12,15,227,R,0,0,0,0,0,,-71604,3,5,0,8,2,0,0,0,0,0.146395382159086,,0.653375363327465,0.134932656486675,3.35586415960018,0,0.0669887806076488,0,1.48115989515072,0,0,,"0"
       12 20,12,20,227,R,0,0,0,0,0,,101232,2,20,0,7,1,1,0,0,0,0.146395382159086,,3.49875138166783,0.258075080853154,1.81459178239318,0,3.62099746130538,1.12465714168748,0,0,0,,"0"
       12 21,12,21,227,R,0,0,0,0,0,,-60092,3,5,0,8,2,0,0,0,0,0.146395382159086,,1.18033323781062,0.134932656486675,3.35586415960018,0,0.0669887806076488,0,1.48115989515072,0,0,,"0"
       12 25,12,25,227,R,0,0,0,0,0,,-39611,0,5,0,8,1,1,1,0,0,0.146395382159086,,1.90444999385925,0.89916895238875,3.35586415960018,0,0.0669887806076488,1.12465714168748,0,1.88190008190008,0,,"0"
       13  2,13,2,144,U,0,0,0,0,0,,12540,0,0,0,8,2,0,0,0,0,0.146395382159086,,2.85110738117657,0.89916895238875,3.6336077997624,0,0.0669887806076488,0,1.48115989515072,0,4,,"0"
       13  5,13,5,144,U,0,0,0,0,0,,453552,0,0,1,7,1,1,1,0,0,0.146395382159086,,3.9805133663569,0.89916895238875,3.6336077997624,3.71587926509186,3.62099746130538,1.12465714168748,0,1.88190008190008,4,,"0"
       13 11,13,11,144,U,0,0,0,0,0,,458626,0,0,1,7,1,1,1,0,0,0.146395382159086,,3.98215089859582,0.89916895238875,3.6336077997624,3.71587926509186,3.62099746130538,1.12465714168748,0,1.88190008190008,4,,"0"
       13 14,13,14,144,U,0,0,0,0,0,,196033,0,0,1,7,1,0,0,0,0,0.146395382159086,,3.77565808326851,0.89916895238875,3.6336077997624,3.71587926509186,3.62099746130538,1.12465714168748,1.48115989515072,0,4,,"0"
       13 16,13,16,144,U,0,0,0,0,0,,101748,0,0,1,8,1,1,1,0,0,0.146395382159086,,3.50055266713063,0.89916895238875,3.6336077997624,3.71587926509186,0.0669887806076488,1.12465714168748,0,1.88190008190008,4,,"0"
       13 18,13,18,144,U,0,0,0,0,0,,231156,0,0,1,1,1,1,1,0,0,0.146395382159086,,3.82576656977934,0.89916895238875,3.6336077997624,3.71587926509186,3.94840717385963,1.12465714168748,0,1.88190008190008,4,,"0"
       13 19,13,19,144,U,0,0,0,0,0,,52105,0,0,0,8,2,1,0,0,0,0.146395382159086,,3.22544725099275,0.89916895238875,3.6336077997624,0,0.0669887806076488,0,0,0,4,,"0"
       13 21,13,21,144,U,0,0,0,0,0,,146351,0,0,0,8,1,1,1,0,0,0.146395382159086,,3.6687272280673,0.89916895238875,3.6336077997624,0,0.0669887806076488,1.12465714168748,0,1.88190008190008,4,,"0"
       13 22,13,22,144,U,0,0,0,0,0,,462476,0,0,1,1,2,1,1,0,0,0.146395382159086,,3.9844434437303,0.89916895238875,3.6336077997624,3.71587926509186,3.94840717385963,0,0,1.88190008190008,4,,"0"
