"","HHID","HV001","HV002","ta_id","urban_rural","HV246A","HV246D","HV246E","HV246G","HV248","HV245","HV271","HV251","HV204","HV206","HV226","HV219","HV243A","HV207","hhlivestock","livestock","sick","land","wealth","orphans","water","electricity","cooking","femalehh","cellphone","radio","urbanruralscore","capacity","na.rm"
"19","        5 22",5,22,164,0,0,0,0,0,0,NA,-7706,0,0,0,8,1,1,0,0,0,0.147481097612777,NA,2.56053011638773,0.892362586016481,3.62801768106086,0,0.0693376386115478,1.12802650581939,0,0,0,NA,FALSE
"20","        5 33",5,33,164,0,0,0,0,0,1,NA,345873,7,0,1,8,1,1,1,0,0,0.0120635460028885,NA,3.93271599694164,0.00509727295896695,3.62801768106086,3.71083312058548,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"21","        5 36",5,36,164,0,0,0,0,0,0,NA,255157,0,0,1,2,1,1,1,0,0,0.147481097612777,NA,3.84878090221731,0.892362586016481,3.62801768106086,3.71083312058548,3.94646726430726,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"22","        6 24",6,24,254,0,0,0,0,0,0,NA,-62089,0,10,0,8,2,0,0,0,0,0.147481097612777,NA,1.0943845042902,0.892362586016481,2.71336280176811,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"23","        6 31",6,31,254,0,0,0,0,0,0,NA,-3526,0,0,0,8,2,0,1,0,0,0.147481097612777,NA,2.62475575567072,0.892362586016481,3.62801768106086,0,0.0693376386115478,0,1.48212995622795,1.87771404291481,0,NA,FALSE
"24","        6 37",6,37,254,0,0,0,0,0,0,NA,284479,0,0,1,8,1,1,1,0,0,0.147481097612777,NA,3.87936453997112,0.892362586016481,3.62801768106086,3.71083312058548,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"25","        7  9",7,9,210,0,0,0,0,0,0,NA,-78440,0,60,0,8,1,0,0,0,0,0.147481097612777,NA,0.346954379407017,0.892362586016481,0.23954437266236,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"26","        7 20",7,20,210,0,0,0,0,0,0,NA,-55425,0,120,0,8,1,0,1,0,0,0.147481097612777,NA,1.37898224449919,0.892362586016481,0.0459027541652499,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"27","        7 35",7,35,210,0,0,0,0,0,0,NA,-69496,0,180,0,8,2,0,0,0,0,0.147481097612777,NA,0.745391215699601,0.892362586016481,0.0132607956477389,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"28","        8 34",8,34,122,0,0,0,0,0,0,NA,-82320,1,50,0,8,1,0,0,0,0,0.147481097612777,NA,0.208818282219013,0.469968566816753,0.700102006120367,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"29","        9  7",9,7,12,0,0,0,0,0,0,NA,-68717,1,5,0,8,2,0,0,0,0,0.147481097612777,NA,0.783620762891853,0.469968566816753,3.35430125807548,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"30","        9 12",9,12,12,0,0,0,0,0,0,NA,131070,0,5,0,8,2,1,1,0,0,0.147481097612777,NA,3.61294707331578,0.892362586016481,3.35430125807548,0,0.0693376386115478,0,0,1.87771404291481,0,NA,FALSE
"31","        9 15",9,15,12,0,0,0,0,0,0,NA,-8759,0,20,0,8,1,0,0,0,0,0.147481097612777,NA,2.54489847931357,0.892362586016481,1.81553893233594,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"32","        9 22",9,22,12,0,0,0,0,0,0,NA,-44408,1,15,0,8,2,1,1,0,0,0.147481097612777,NA,1.76892362586016,0.469968566816753,2.3318599115947,0,0.0693376386115478,0,0,1.87771404291481,0,NA,FALSE
"33","        9 29",9,29,12,0,0,0,0,0,0,NA,-65405,0,15,0,8,2,0,0,0,0,0.147481097612777,NA,0.941636224619828,0.892362586016481,2.3318599115947,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"34","        9 30",9,30,12,0,0,0,0,0,0,NA,-24536,0,60,0,8,2,1,1,0,0,0.147481097612777,NA,2.25299464786339,0.892362586016481,0.23954437266236,0,0.0693376386115478,0,0,1.87771404291481,0,NA,FALSE
