"","HHID","HV001","HV002","ta_id","urban_rural","HV246A","HV246D","HV246E","HV246G","HV248","HV245","HV271","HV251","HV204","HV206","HV226","HV219","HV243A","HV207","hhlivestock","livestock","sick","land","wealth","orphans","water","electricity","cooking","femalehh","cellphone","radio","urbanruralscore","capacity","na.rm"
"396","      103  4",103,4,76,1,0,0,0,0,0,NA,209881,0,0,0,7,1,1,1,0,0,0.147481097612777,NA,3.79424008155637,0.892362586016481,3.62801768106086,0,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"397","      103  8",103,8,76,1,0,0,0,0,0,NA,61995,0,0,0,8,1,0,1,0,0,0.147481097612777,NA,3.28791096763232,0.892362586016481,3.62801768106086,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,3.53393934245179,NA,FALSE
"398","      103  9",103,9,76,1,0,0,0,0,0,NA,169083,0,0,0,8,1,1,1,0,0,0.147481097612777,NA,3.72117916914451,0.892362586016481,3.62801768106086,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"399","      103 10",103,10,76,1,0,0,0,0,0,NA,-27298,0,15,0,8,1,1,1,0,0,0.147481097612777,NA,2.19590519072296,0.892362586016481,2.3318599115947,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"400","      103 14",103,14,76,1,0,0,0,0,0,NA,2737,0,20,0,8,1,1,1,0,0,0.147481097612777,NA,2.71820575991844,0.892362586016481,1.81553893233594,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"401","      103 16",103,16,76,1,0,0,0,0,0,NA,98591,0,20,0,8,1,1,1,0,0,0.147481097612777,NA,3.47888879449495,0.892362586016481,1.81553893233594,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"402","      103 19",103,19,76,1,0,0,0,0,0,NA,72714,1,15,0,7,1,1,0,0,0,0.147481097612777,NA,3.35587460708521,0.469968566816753,2.3318599115947,0,3.60980583761737,1.12802650581939,0,0,3.53393934245179,NA,FALSE
"403","      103 20",103,20,76,1,0,0,0,0,0,NA,344485,0,0,1,7,1,1,1,0,0,0.147481097612777,NA,3.93186645144847,0.892362586016481,3.62801768106086,3.71083312058548,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"404","      103 21",103,21,76,1,0,0,0,0,0,NA,152792,1,0,0,7,2,1,1,0,0,0.147481097612777,NA,3.6810806218673,0.469968566816753,3.62801768106086,0,3.60980583761737,0,0,1.87771404291481,3.53393934245179,NA,FALSE
"405","      103 23",103,23,76,1,0,0,0,0,0,NA,287107,0,0,1,7,1,1,1,0,0,0.147481097612777,NA,3.8819131764506,0.892362586016481,3.62801768106086,3.71083312058548,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"406","      103 25",103,25,76,1,0,0,0,0,1,NA,282770,2,0,1,7,1,1,1,0,0,0.0120635460028885,NA,3.87783535808343,0.257752102625096,3.62801768106086,3.71083312058548,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"407","      103 27",103,27,76,1,0,0,0,0,0,NA,-36633,0,10,0,8,1,0,1,0,0,0.147481097612777,NA,1.97876136267097,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,3.53393934245179,NA,FALSE
"408","      103 28",103,28,76,1,0,0,0,0,0,NA,177463,0,0,0,8,1,1,1,0,0,0.147481097612777,NA,3.7380001699091,0.892362586016481,3.62801768106086,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"409","      103 32",103,32,76,1,0,0,0,0,0,NA,69561,0,5,0,8,1,0,1,0,0,0.147481097612777,NA,3.33531560615071,0.892362586016481,3.35430125807548,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,3.53393934245179,NA,FALSE
"410","      103 33",103,33,76,1,0,0,0,0,0,NA,108175,0,0,0,8,1,1,0,0,0,0.147481097612777,NA,3.52289525104069,0.892362586016481,3.62801768106086,0,0.0693376386115478,1.12802650581939,0,0,3.53393934245179,NA,FALSE
"411","      104  8",104,8,242,0,0,0,0,0,0,NA,-63297,0,60,0,8,2,0,0,0,0,0.147481097612777,NA,1.04103304731968,0.892362586016481,0.23954437266236,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"412","      104 10",104,10,242,0,0,0,0,0,0,NA,330718,0,20,1,1,1,1,1,0,0,0.147481097612777,NA,3.92082236003738,0.892362586016481,1.81553893233594,3.71083312058548,3.94697709988529,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"413","      104 22",104,22,242,0,0,0,0,2,0,NA,14629,1,11,0,8,2,0,0,2,2.82541840115538,0.147481097612777,NA,2.87248322147651,0.469968566816753,2.70979258755525,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"414","      104 23",104,23,242,0,0,0,0,0,0,NA,-8417,0,40,0,8,1,1,1,0,0,0.147481097612777,NA,2.5503355704698,0.892362586016481,0.847160829649779,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"415","      105  7",105,7,3,0,0,0,0,0,0,NA,-4360,0,0,0,7,2,0,0,0,0,0.147481097612777,NA,2.61507093704868,0.892362586016481,3.62801768106086,0,3.60980583761737,0,1.48212995622795,0,0,NA,FALSE
"416","      105 18",105,18,3,0,0,0,0,0,0,NA,-53012,1,20,0,8,1,0,0,0,0,0.147481097612777,NA,1.47192252145102,0.469968566816753,1.81553893233594,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"417","      105 20",105,20,3,0,0,0,0,0,0,NA,-8438,0,30,0,8,1,1,1,0,0,0.147481097612777,NA,2.5498258431739,0.892362586016481,1.03553213192792,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"418","      105 22",105,22,3,0,0,0,0,0,0,NA,144071,0,10,0,7,2,0,0,0,0,0.147481097612777,NA,3.65491462067794,0.892362586016481,2.71336280176811,0,3.60980583761737,0,1.48212995622795,0,0,NA,FALSE
"419","      105 29",105,29,3,0,0,0,0,0,0,NA,-9920,1,30,0,7,1,1,0,0,0,0.147481097612777,NA,2.52790756945034,0.469968566816753,1.03553213192792,0,3.60980583761737,1.12802650581939,0,0,0,NA,FALSE
"420","      105 33",105,33,3,0,0,0,0,0,0,NA,148606,0,30,0,8,1,1,1,0,0,0.147481097612777,NA,3.66748789397672,0.892362586016481,1.03553213192792,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"421","      106  5",106,5,4,1,0,0,0,0,0,NA,42872,0,60,0,7,1,1,1,0,0,0.147481097612777,NA,3.14943505224705,0.892362586016481,0.23954437266236,0,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"422","      106  8",106,8,4,1,0,0,0,0,0,NA,204546,0,20,0,7,1,1,1,0,0,0.147481097612777,NA,3.78455526293433,0.892362586016481,1.81553893233594,0,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"423","      106 11",106,11,4,1,0,0,0,0,0,NA,75611,0,15,0,7,1,1,1,0,0,0.147481097612777,NA,3.37456460793475,0.892362586016481,2.3318599115947,0,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"424","      106 12",106,12,4,1,0,0,0,0,0,NA,133405,1,15,0,8,2,1,0,0,0,0.147481097612777,NA,3.62093280095149,0.469968566816753,2.3318599115947,0,0.0693376386115478,0,0,0,3.53393934245179,NA,FALSE
"425","      106 13",106,13,4,1,0,0,0,0,0,NA,106090,0,10,0,7,1,1,1,0,0,0.147481097612777,NA,3.51490952340498,0.892362586016481,2.71336280176811,0,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"426","      106 15",106,15,4,1,0,0,0,0,0,NA,318479,1,0,1,7,1,1,1,0,0,0.147481097612777,NA,3.90994817772492,0.469968566816753,3.62801768106086,3.71083312058548,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"427","      106 24",106,24,4,1,0,0,0,0,0,NA,32229,0,10,0,7,1,0,0,0,0,0.147481097612777,NA,3.05547532070342,0.892362586016481,2.71336280176811,0,3.60980583761737,1.12802650581939,1.48212995622795,0,3.53393934245179,NA,FALSE
"428","      106 29",106,29,4,1,0,0,0,0,0,NA,109089,0,30,0,7,1,1,0,0,0,0.147481097612777,NA,3.52697306940787,0.892362586016481,1.03553213192792,0,3.60980583761737,1.12802650581939,0,0,3.53393934245179,NA,FALSE
"429","      106 32",106,32,4,1,0,0,0,0,0,NA,159905,0,40,0,7,1,1,1,0,0,0.147481097612777,NA,3.69824144082916,0.892362586016481,0.847160829649779,0,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"430","      106 34",106,34,4,1,0,0,0,0,0,NA,273048,0,60,1,7,1,1,1,0,0,0.147481097612777,NA,3.86900008495455,0.892362586016481,0.23954437266236,3.71083312058548,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"431","      106 37",106,37,4,1,0,0,0,0,0,NA,54772,0,0,0,7,1,1,1,0,0,0.147481097612777,NA,3.24254523829751,0.892362586016481,3.62801768106086,0,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"432","      107  2",107,2,17,0,0,0,0,0,0,NA,-69580,0,40,0,8,1,0,0,0,0,0.147481097612777,NA,0.741823124628324,0.892362586016481,0.847160829649779,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"433","      107  4",107,4,17,0,0,0,0,0,0,NA,-67638,1,60,0,8,2,0,0,0,0,0.147481097612777,NA,0.832044856002039,0.469968566816753,0.23954437266236,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"434","      107  5",107,5,17,0,2,1,0,0,0,7,-10457,2,30,0,8,2,NA,1,3,3.1001614136437,0.147481097612777,2.79278361023341,2.51788293263104,0.257752102625096,1.03553213192792,0,0.0693376386115478,0,NA,1.87771404291481,0,NA,FALSE
"435","      107  6",107,6,17,0,0,0,0,1,0,NA,-64690,0,60,0,8,1,0,0,1,2.57803075354685,0.147481097612777,NA,0.976127771642171,0.892362586016481,0.23954437266236,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"436","      107  8",107,8,17,0,0,0,0,0,0,NA,-57120,0,60,0,8,1,0,1,0,0,0.147481097612777,NA,1.30880978676408,0.892362586016481,0.23954437266236,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"437","      107 16",107,16,17,0,0,0,0,0,0,NA,-61759,0,20,0,8,2,0,0,0,0,0.147481097612777,NA,1.11035595956163,0.892362586016481,1.81553893233594,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"438","      107 20",107,20,17,0,0,0,0,0,0,NA,-48688,0,5,0,8,1,0,1,0,0,0.147481097612777,NA,1.629937983179,0.892362586016481,3.35430125807548,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"439","      107 22",107,22,17,0,2,0,0,0,0,NA,12886,3,20,0,8,2,0,1,2,2.82541840115538,0.147481097612777,NA,2.8539631297256,0.133888369722199,1.81553893233594,0,0.0693376386115478,0,1.48212995622795,1.87771404291481,0,NA,FALSE
"440","      107 33",107,33,17,0,0,0,0,0,1,NA,-66757,5,90,0,8,1,0,1,0,0,0.0120635460028885,NA,0.8740124033642,0.0280350012743182,0.160659639578375,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"441","      107 34",107,34,17,0,0,0,0,0,1,NA,-70739,3,40,0,8,1,0,0,0,0,0.0120635460028885,NA,0.686602667572848,0.133888369722199,0.847160829649779,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"442","      107 36",107,36,17,0,0,0,0,0,1,NA,-85316,5,40,0,8,1,0,0,0,0,0.0120635460028885,NA,0.123863732902897,0.0280350012743182,0.847160829649779,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"443","      108 23",108,23,124,0,0,0,0,0,0,NA,-76867,2,15,0,8,2,0,0,0,0,0.147481097612777,NA,0.418486109931187,0.257752102625096,2.3318599115947,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"444","      109  4",109,4,89,0,0,1,0,0,0,NA,25635,0,25,0,8,1,0,1,1,2.57803075354685,0.147481097612777,NA,2.99362840880129,0.892362586016481,1.73886433185991,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"445","      109  9",109,9,89,0,0,0,0,0,0,NA,-52385,0,50,0,8,2,0,0,0,0,0.147481097612777,NA,1.49995752272534,0.892362586016481,0.700102006120367,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"446","      109 13",109,13,89,0,0,0,0,0,0,NA,53081,0,40,0,8,2,1,1,0,0,0.147481097612777,NA,3.2292923286042,0.892362586016481,0.847160829649779,0,0.0693376386115478,0,0,1.87771404291481,0,NA,FALSE
"447","      109 35",109,35,89,0,0,0,0,0,1,NA,-9605,6,40,0,8,1,1,1,0,0,0.0120635460028885,NA,2.53317475150794,0.0124033642001529,0.847160829649779,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"448","      110  6",110,6,210,0,0,0,0,0,0,NA,-58056,1,7,0,8,2,0,0,0,0,0.147481097612777,NA,1.2693908758814,0.469968566816753,3.3192791567494,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"449","      110  7",110,7,210,0,0,0,0,0,0,NA,-51053,0,5,0,8,1,0,0,0,0,0.147481097612777,NA,1.54872143403279,0.892362586016481,3.35430125807548,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"450","      110 14",110,14,210,0,8,3,0,6,0,NA,123062,0,130,0,8,1,1,1,17,3.9378132699006,0.147481097612777,NA,3.5840625265483,0.892362586016481,0.0425025501530092,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"451","      110 15",110,15,210,0,0,0,0,0,0,NA,-47640,2,30,0,8,2,0,0,0,0,0.147481097612777,NA,1.66714807577946,0.257752102625096,1.03553213192792,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"452","      111  4",111,4,45,0,0,0,0,0,0,NA,-57033,2,60,0,8,1,0,0,0,0,0.147481097612777,NA,1.31373715062442,0.257752102625096,0.23954437266236,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"453","      111 17",111,17,45,0,0,0,0,0,0,NA,-61934,0,10,0,8,1,0,0,0,0,0.147481097612777,NA,1.10118086823549,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"454","      111 21",111,21,45,0,0,0,0,0,0,NA,-75001,0,5,0,8,1,0,0,0,0,0.147481097612777,NA,0.507178659417212,0.892362586016481,3.35430125807548,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"455","      111 26",111,26,45,0,0,0,0,0,0,NA,-21436,1,30,0,8,1,0,1,0,0,0.147481097612777,NA,2.31518137796279,0.469968566816753,1.03553213192792,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"456","      111 29",111,29,45,0,0,0,0,0,0,NA,-59676,0,30,0,8,1,0,1,0,0,0.147481097612777,NA,1.19904850904766,0.892362586016481,1.03553213192792,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"457","      111 33",111,33,45,0,0,2,0,0,0,NA,-59282,0,10,0,8,1,0,0,2,2.82541840115538,0.147481097612777,NA,1.21366069153003,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"458","      112  4",112,4,155,0,0,0,0,0,0,NA,-76867,0,30,0,8,2,0,0,0,0,0.147481097612777,NA,0.418486109931187,0.892362586016481,1.03553213192792,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"459","      112 11",112,11,155,0,0,0,0,0,0,NA,-29105,0,30,0,8,2,0,0,0,0,0.147481097612777,NA,2.15461727975533,0.892362586016481,1.03553213192792,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"460","      112 15",112,15,155,0,0,8,0,0,0,NA,-75381,0,10,0,8,1,0,0,8,3.73460198793645,0.147481097612777,NA,0.492226658737575,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"461","      112 27",112,27,155,0,0,0,0,0,0,NA,48070,0,20,0,8,1,1,1,0,0,0.147481097612777,NA,3.19072296321468,0.892362586016481,1.81553893233594,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"462","      112 28",112,28,155,0,0,6,0,0,0,NA,16007,1,10,0,8,1,1,1,6,3.56979016226319,0.147481097612777,NA,2.88811485855068,0.469968566816753,2.71336280176811,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"463","      112 36",112,36,155,0,3,0,0,0,0,NA,-18201,0,15,0,8,1,0,0,3,3.1001614136437,0.147481097612777,NA,2.38195565372526,0.892362586016481,2.3318599115947,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"464","      113  1",113,1,65,1,0,0,0,0,0,NA,50285,0,15,0,8,2,1,0,0,0,0.147481097612777,NA,3.20805369127517,0.892362586016481,2.3318599115947,0,0.0693376386115478,0,0,0,3.53393934245179,NA,FALSE
"465","      113  6",113,6,65,1,0,0,0,0,0,NA,103780,0,0,0,8,1,0,1,0,0,0.147481097612777,NA,3.50352561379662,0.892362586016481,3.62801768106086,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,3.53393934245179,NA,FALSE
"466","      113 10",113,10,65,1,0,0,0,0,0,NA,26186,0,20,0,9,1,0,1,0,0,0.147481097612777,NA,2.99668677257667,0.892362586016481,1.81553893233594,0,0.000509835578026087,1.12802650581939,1.48212995622795,1.87771404291481,3.53393934245179,NA,FALSE
"467","      113 13",113,13,65,1,0,0,0,0,0,NA,154410,0,10,0,8,1,1,1,0,0,0.147481097612777,NA,3.68430889474131,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"468","      113 14",113,14,65,1,0,0,0,0,0,NA,16891,0,0,0,7,1,0,0,0,0,0.147481097612777,NA,2.89745985897545,0.892362586016481,3.62801768106086,0,3.60980583761737,1.12802650581939,1.48212995622795,0,3.53393934245179,NA,FALSE
"469","      113 17",113,17,65,1,0,0,0,0,0,NA,31440,1,5,0,8,1,1,0,0,0,0.147481097612777,NA,3.04697986577181,0.469968566816753,3.35430125807548,0,0.0693376386115478,1.12802650581939,0,0,3.53393934245179,NA,FALSE
"470","      113 18",113,18,65,1,0,0,0,0,0,NA,33242,0,30,0,7,1,0,0,0,0,0.147481097612777,NA,3.06651941211452,0.892362586016481,1.03553213192792,0,3.60980583761737,1.12802650581939,1.48212995622795,0,3.53393934245179,NA,FALSE
"471","      113 21",113,21,65,1,0,0,0,0,0,NA,-4422,0,5,0,8,1,1,1,0,0,0.147481097612777,NA,2.61439130065415,0.892362586016481,3.35430125807548,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"472","      113 22",113,22,65,1,0,0,0,0,0,NA,-43518,1,10,0,8,1,1,0,0,0,0.147481097612777,NA,1.79457989975363,0.469968566816753,2.71336280176811,0,0.0693376386115478,1.12802650581939,0,0,3.53393934245179,NA,FALSE
"473","      113 24",113,24,65,1,0,0,0,0,0,NA,41121,0,10,0,8,1,0,1,0,0,0.147481097612777,NA,3.13635205165237,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,3.53393934245179,NA,FALSE
"474","      113 28",113,28,65,1,0,0,0,0,0,NA,16862,3,20,0,8,1,1,0,0,0,0.147481097612777,NA,2.89712004077818,0.133888369722199,1.81553893233594,0,0.0693376386115478,1.12802650581939,0,0,3.53393934245179,NA,FALSE
"475","      113 30",113,30,65,1,0,0,0,0,0,NA,-52986,0,20,0,8,1,0,0,0,0,0.147481097612777,NA,1.47277206694418,0.892362586016481,1.81553893233594,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,3.53393934245179,NA,FALSE
"476","      113 33",113,33,65,1,0,0,0,0,0,NA,113341,5,5,0,8,2,0,0,0,0,0.147481097612777,NA,3.54549316115878,0.0280350012743182,3.35430125807548,0,0.0693376386115478,0,1.48212995622795,0,3.53393934245179,NA,FALSE
"477","      113 35",113,35,65,1,0,0,0,0,0,NA,5390,0,5,0,8,1,0,1,0,0,0.147481097612777,NA,2.75490612522301,0.892362586016481,3.35430125807548,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,3.53393934245179,NA,FALSE
"478","      114  2",114,2,89,0,0,2,0,0,0,NA,-36577,0,30,0,8,1,0,0,2,2.82541840115538,0.147481097612777,NA,1.9799507263614,0.892362586016481,1.03553213192792,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"479","      114 21",114,21,89,0,0,0,0,0,0,NA,-70836,0,30,0,8,2,0,0,0,0,0.147481097612777,NA,0.683204485600204,0.892362586016481,1.03553213192792,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"480","      114 36",114,36,89,0,0,0,0,0,0,NA,-61544,1,60,0,8,1,0,0,0,0,0.147481097612777,NA,1.1207204145782,0.469968566816753,0.23954437266236,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"481","      115  1",115,1,205,0,0,0,0,0,0,NA,53916,0,20,0,8,1,0,1,0,0,0.147481097612777,NA,3.23608869254949,0.892362586016481,1.81553893233594,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"482","      115 13",115,13,205,0,0,0,0,0,0,NA,116673,0,10,0,8,2,1,1,0,0,0.147481097612777,NA,3.56129470733158,0.892362586016481,2.71336280176811,0,0.0693376386115478,0,0,1.87771404291481,0,NA,FALSE
"483","      115 14",115,14,205,0,2,6,0,0,0,7,-11397,0,NA,0,8,1,0,1,8,3.73460198793645,0.147481097612777,2.79278361023341,2.49936284088013,0.892362586016481,NA,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"484","      115 19",115,19,205,0,0,0,0,0,0,NA,216331,0,30,1,1,1,1,1,0,0,0.147481097612777,NA,3.80188599099482,0.892362586016481,1.03553213192792,3.71083312058548,3.94697709988529,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"485","      115 20",115,20,205,0,0,0,0,0,0,NA,112214,1,25,0,8,2,1,0,0,0,0.147481097612777,NA,3.54073570639708,0.469968566816753,1.73886433185991,0,0.0693376386115478,0,0,0,0,NA,FALSE
"486","      116  5",116,5,52,0,0,0,0,0,0,NA,-85048,0,10,0,8,1,0,0,0,0,0.147481097612777,NA,0.131509642341347,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"487","      116  8",116,8,52,0,0,2,0,0,0,NA,-61089,0,10,0,8,1,0,0,2,2.82541840115538,0.147481097612777,NA,1.13873077903322,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"488","      116 13",116,13,52,0,0,4,0,2,0,NA,-72510,0,10,0,8,1,0,0,6,3.56979016226319,0.147481097612777,NA,0.612692209667828,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"489","      116 17",116,17,52,0,0,0,0,0,0,NA,-42755,0,10,0,8,1,0,1,0,0,0.147481097612777,NA,1.81530880978676,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,1.48212995622795,1.87771404291481,0,NA,FALSE
"490","      116 36",116,36,52,0,0,0,0,0,0,NA,158019,0,5,0,8,1,1,1,0,0,0.147481097612777,NA,3.69314416787019,0.892362586016481,3.35430125807548,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"491","      118 18",118,18,44,0,0,0,0,0,0,NA,-25719,0,10,0,8,2,0,0,0,0,0.147481097612777,NA,2.22971710135078,0.892362586016481,2.71336280176811,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
"492","      119 22",119,22,3,0,0,0,0,1,0,NA,-64038,1,45,0,8,1,0,0,1,2.57803075354685,0.147481097612777,NA,1.00620168210008,0.469968566816753,0.761135668140088,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,0,NA,FALSE
"493","      119 23",119,23,3,0,0,0,0,0,0,NA,35611,0,40,0,7,2,1,1,0,0,0.147481097612777,NA,3.08724832214765,0.892362586016481,0.847160829649779,0,3.60980583761737,0,0,1.87771404291481,0,NA,FALSE
"494","      119 25",119,25,3,0,0,0,0,0,0,1,74357,0,15,NA,8,1,1,1,0,0,0.147481097612777,0.0167159310977474,3.3669186984963,0.892362586016481,2.3318599115947,NA,0.0693376386115478,1.12802650581939,0,1.87771404291481,0,NA,FALSE
"495","      121  2",121,2,38,1,0,0,0,0,0,NA,-14205,0,20,1,8,1,0,0,0,0,0.147481097612777,NA,2.44669102030414,0.892362586016481,1.81553893233594,3.71083312058548,0.0693376386115478,1.12802650581939,1.48212995622795,0,3.53393934245179,NA,FALSE
"496","      121  5",121,5,38,1,0,0,0,0,0,NA,-69909,1,34,0,8,1,0,0,0,0,0.147481097612777,NA,0.726871123948687,0.469968566816753,1.03400204012241,0,0.0693376386115478,1.12802650581939,1.48212995622795,0,3.53393934245179,NA,FALSE
"497","      121  9",121,9,38,1,0,3,0,7,0,NA,160536,1,15,0,8,1,1,1,10,3.82091581004163,0.147481097612777,NA,3.69909098632232,0.469968566816753,2.3318599115947,0,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"498","      121 13",121,13,38,1,0,0,0,0,0,NA,162700,0,30,0,7,1,1,1,0,0,0.147481097612777,NA,3.70571744116897,0.892362586016481,1.03553213192792,0,3.60980583761737,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"499","      121 20",121,20,38,1,0,0,0,0,0,NA,112136,0,0,0,7,2,1,0,0,0,0.147481097612777,NA,3.54056579729845,0.892362586016481,3.62801768106086,0,3.60980583761737,0,0,0,3.53393934245179,NA,FALSE
"500","      121 21",121,21,38,1,0,0,0,0,0,NA,174509,0,0,1,8,1,1,1,0,0,0.147481097612777,NA,3.7327329878515,0.892362586016481,3.62801768106086,3.71083312058548,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"501","      121 26",121,26,38,1,0,0,0,0,0,NA,-39791,0,10,0,8,1,1,0,0,0,0.147481097612777,NA,1.89907399541245,0.892362586016481,2.71336280176811,0,0.0693376386115478,1.12802650581939,0,0,3.53393934245179,NA,FALSE
"502","      121 34",121,34,38,1,0,0,0,0,0,NA,213626,1,0,1,8,1,1,1,0,0,0.147481097612777,NA,3.7991674454167,0.469968566816753,3.62801768106086,3.71083312058548,0.0693376386115478,1.12802650581939,0,1.87771404291481,3.53393934245179,NA,FALSE
"503","      123  7",123,7,2,0,0,0,0,0,0,NA,-77487,1,15,0,8,2,0,0,0,0,0.147481097612777,NA,0.386883017585592,0.469968566816753,2.3318599115947,0,0.0693376386115478,0,1.48212995622795,0,0,NA,FALSE
